NAME_KR,NAME_EN,COUNTRY,INTRO_KR,INTRO_EN,WEBSITE,PARTICIPATION_TYPE,EXHIBITION_NAME_EN,BOOTH_NAME,HALL_NAME,PAVILION_NAME,FLOOR,X_COORD,Y_COORD,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN,DETAIL_URL
"Allooking Lighting Tech Co., Ltd.","Allooking Lighting Tech Co., Ltd.",Chinese Mainland,"Office Lighting, Indoor Lighting, Ceiling Light, LED Panel Light, Downlight","Office Lighting, Indoor Lighting, Ceiling Light, LED Panel Light, Downlight",,Exhibitor,Hong Kong International Lighting Fair 2025,GH-D01,Hall of Connected Lighting - Innovations,Cantonese Business Go Global,1,,,"Office Lighting, Indoor Lighting, Ceiling Light, LED Panel Light, Downlight; LED DRIVERS; Others, OEM","Office Lighting, Indoor Lighting, Ceiling Light, LED Panel Light, Downlight; LED DRIVERS; Others, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005TL29
"Dongguan Ouben Lighting Technology Co., Ltd.","Dongguan Ouben Lighting Technology Co., Ltd.",Chinese Mainland,"Dongguan ouben lighting Technology co., ltd is specialized in research and development, manufacturing and sales of led lights and intelligent lighting control systems. we have a professional RND team, ""technology innovation and specialized products"" is our development motto.","Dongguan ouben lighting Technology co., ltd is specialized in research and development, manufacturing and sales of led lights and intelligent lighting control systems. we have a professional RND team, ""technology innovation and specialized products"" is our development motto.",,Exhibitor,Hong Kong International Lighting Fair 2025,1A-C37,Hall of Aurora,Cantonese Business Go Global,1,,,"Floor Lamp, Chandelier, Indoor Lighting, Tiffany Lamp, Table Lamp; track light /spot light/office light is our company's flagship product; ODM, OEM","Floor Lamp, Chandelier, Indoor Lighting, Tiffany Lamp, Table Lamp; track light /spot light/office light is our company's flagship product; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005PNVS
Iillumx Pte. Ltd.,Iillumx Pte. Ltd.,Singapore,"Sensor Light, Smart Living, Motion Sensor Light, Energy Efficiency Equipment","Sensor Light, Smart Living, Motion Sensor Light, Energy Efficiency Equipment",,Exhibitor,Hong Kong International Lighting Fair 2025,GH-D01,Hall of Connected Lighting - Innovations,,1,,,"Sensor Light, Smart Living, Motion Sensor Light, Energy Efficiency Equipment; Carpark Lighting Solutions; Others","Sensor Light, Smart Living, Motion Sensor Light, Energy Efficiency Equipment; Carpark Lighting Solutions; Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005TL1C
"Jiangmen Allred Lighting Technology Co., Ltd.","Jiangmen Allred Lighting Technology Co., Ltd.",Chinese Mainland,"Indoor Lighting, Office Lighting, Ceiling Light, Chandelier, Wall Lamp","Indoor Lighting, Office Lighting, Ceiling Light, Chandelier, Wall Lamp",,Exhibitor,Hong Kong International Lighting Fair 2025,1CON-072,Hall of Aurora,Cantonese Business Go Global,1,,,"Indoor Lighting, Office Lighting, Ceiling Light, Chandelier, Wall Lamp; Solar energy products, American standard indoor and outdoor wall lamps, pendant lamps, indoor commercial lighting, hanging line lamps. Garden Light, Solar Light, Outdoor Wall Light; OEM, OBM, ODM","Indoor Lighting, Office Lighting, Ceiling Light, Chandelier, Wall Lamp; Solar energy products, American standard indoor and outdoor wall lamps, pendant lamps, indoor commercial lighting, hanging line lamps. Garden Light, Solar Light, Outdoor Wall Light; OEM, OBM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RRXI
"Shenzhen Jisim Technology Co.,Ltd.","Shenzhen Jisim Technology Co.,Ltd.",Chinese Mainland,"JISIM Focus on R&D, manufacturing and sales of intelligent lighting drivers. Established since 2013, JISIM has served hundreds of lighting customers around the worldwide highly reliable smart driver products. JISIM constantly pursuit to develop the most up-to-date intelligent drivers to meet with the customer requirement's from the lighting industry.","JISIM Focus on R&D, manufacturing and sales of intelligent lighting drivers. Established since 2013, JISIM has served hundreds of lighting customers around the worldwide highly reliable smart driver products. JISIM constantly pursuit to develop the most up-to-date intelligent drivers to meet with the customer requirement's from the lighting industry.",,Exhibitor,Hong Kong International Lighting Fair 2025,GH-F12,Hall of Connected Lighting - Artisan Designs,,1,,,"LED Power Driver, LED Lighting Driver, LED Driver; Products include smart drivers with various dimming interfaces or communication protocolssuchas Triac,01-10v,DALl, ZigBee, BLE Mesh; Others","LED Power Driver, LED Lighting Driver, LED Driver; Products include smart drivers with various dimming interfaces or communication protocolssuchas Triac,01-10v,DALl, ZigBee, BLE Mesh; Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SGVZ
Vlinca Beleuchtungs technologie GmbH,Vlinca Beleuchtungs technologie GmbH,Germany,Wireless Lighting Management System,Wireless Lighting Management System,,Exhibitor,Hong Kong International Lighting Fair 2025,GH-D01,Hall of Connected Lighting - Innovations,,1,,,"Wireless Lighting Management System; VLINCA specializes in smart lighting control solutions, focusing on intelligent lighting components
like Casambi-compatible LED drivers, gateways, PIR sensors, switches, and high-efficiency
drivers—used in retail, commercial, and architectural ligh; OEM","Wireless Lighting Management System; VLINCA specializes in smart lighting control solutions, focusing on intelligent lighting components
like Casambi-compatible LED drivers, gateways, PIR sensors, switches, and high-efficiency
drivers—used in retail, commercial, and architectural ligh; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005TL0F
"Zhongshan Canlux Lighting Co.,Limited","Zhongshan Canlux Lighting Co.,Limited",Chinese Mainland,"Zhongshan Canlux Lighting Co., limited was established in 2008,we have more than 15years in producing all kinds of decorative lamps .","Zhongshan Canlux Lighting Co., limited was established in 2008,we have more than 15years in producing all kinds of decorative lamps .",,Exhibitor,Hong Kong International Lighting Fair 2025,1A-F35,Hall of Aurora,Cantonese Business Go Global,1,,,"Light Quality Testing, Ceiling Light, Floor Lamp, Desk & Reading Lamp, Decorative Lamp, Chandelier, Lighting Fixture, Table Lamp, Kitchen Lighting, LED Lighting; LED ceiling lamp, LED Pendant lamp, LED wall lamp, LED table lamp ,LED floor lamp; OBM, OEM, ODM","Light Quality Testing, Ceiling Light, Floor Lamp, Desk & Reading Lamp, Decorative Lamp, Chandelier, Lighting Fixture, Table Lamp, Kitchen Lighting, LED Lighting; LED ceiling lamp, LED Pendant lamp, LED wall lamp, LED table lamp ,LED floor lamp; OBM, OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005PPLK
"Zhongshan Keyun Electronics Co., Ltd.","Zhongshan Keyun Electronics Co., Ltd.",Chinese Mainland,led lighting products,led lighting products,,Exhibitor,Hong Kong International Lighting Fair 2025,1A-B39,Hall of Aurora,Cantonese Business Go Global,1,,,"LED Lighting; LED lighting products; ODM, Others, OEM, OBM","LED Lighting; LED lighting products; ODM, Others, OEM, OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R95C
"Guangdong Silux Office Lighting Co.,Ltd","Guangdong Silux Office Lighting Co.,Ltd",Chinese Mainland,"LED Lighting, Indoor Lighting, Downlight, Office Lighting, Ceiling Light, Retail Lighting","LED Lighting, Indoor Lighting, Downlight, Office Lighting, Ceiling Light, Retail Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,1B-D29,Hall of Aurora,Cantonese Business Go Global,1,,,"LED Lighting, Indoor Lighting, Downlight, Office Lighting, Ceiling Light, Retail Lighting; Silux provide full range indoor lighting solutions to global customers, 
Main product ranges are
track light, spot light, down lights, linear light, trunking system, Museum Light etc. 

We have strong design team which is professional in Shape de; ODM, OEM","LED Lighting, Indoor Lighting, Downlight, Office Lighting, Ceiling Light, Retail Lighting; Silux provide full range indoor lighting solutions to global customers, 
Main product ranges are
track light, spot light, down lights, linear light, trunking system, Museum Light etc. 

We have strong design team which is professional in Shape de; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005POCC
"Haining Esl Electrical Lighting Appliance Co., Ltd.","Haining Esl Electrical Lighting Appliance Co., Ltd.",Chinese Mainland,"We are always focus on office lighting, wish to deliver good lights to all over world. We provide OEM / ODM products with our spirit of struggle and exploration.","We are always focus on office lighting, wish to deliver good lights to all over world. We provide OEM / ODM products with our spirit of struggle and exploration.",,Exhibitor,Hong Kong International Lighting Fair 2025,3D-B34,Commercial Lighting,,1,,,"Indoor Lighting, LED Lighting, LED Panel Light, Office Lighting; Haining Esl is an independent full-service exporter focused on providing the best service to export the lighting from China to the world. We have been in lighting business over 12 years, including led panel lights, led linear lights.; OEM, ODM","Indoor Lighting, LED Lighting, LED Panel Light, Office Lighting; Haining Esl is an independent full-service exporter focused on providing the best service to export the lighting from China to the world. We have been in lighting business over 12 years, including led panel lights, led linear lights.; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QVQZ
"Hangzhou Youte Power Co., Ltd.","Hangzhou Youte Power Co., Ltd.",Chinese Mainland,"Founded in 2016, uPowerTek is a Sino-US joint venture state-level high-tech waterproof LED driver manufacturer. uPowerTek is committed to providing sales services and technical support to customers around the world through the development and production of high-quality intelligent LED terminal solutions and high-power LED drivers.","Founded in 2016, uPowerTek is a Sino-US joint venture state-level high-tech waterproof LED driver manufacturer. uPowerTek is committed to providing sales services and technical support to customers around the world through the development and production of high-quality intelligent LED terminal solutions and high-power LED drivers.",,Exhibitor,Hong Kong International Lighting Fair 2025,3B-E07,Residential Lighting,,1,,,"LED Converter; LED Driver; Others, OEM, ODM","LED Converter; LED Driver; Others, OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005PXJI
"Jiangmen Xintai Lighting Manufacturing CO.,LTD","Jiangmen Xintai Lighting Manufacturing CO.,LTD",Chinese Mainland,"Ceiling Light,Wall Lamp,Chandelier,Decorative Lamp,Indoor Lighting","Ceiling Light,Wall Lamp,Chandelier,Decorative Lamp,Indoor Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,1CON-069,Hall of Aurora,Cantonese Business Go Global,1,,,"Ceiling Light,Wall Lamp,Chandelier,Decorative Lamp,Indoor Lighting; Chandelier, Pendant, Wall sconce, Ceiling lamp; ODM, OEM, OBM","Ceiling Light,Wall Lamp,Chandelier,Decorative Lamp,Indoor Lighting; Chandelier, Pendant, Wall sconce, Ceiling lamp; ODM, OEM, OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R9AX
"Shaoxing Shangyu Mingji Plastic Co., Ltd.","Shaoxing Shangyu Mingji Plastic Co., Ltd.",Chinese Mainland,WE ARE SPECIALIZED IN LED EMERGENCY EXIT SIGN / LIGHTS WITH UL / cUL certificate. All the products exported to North America,WE ARE SPECIALIZED IN LED EMERGENCY EXIT SIGN / LIGHTS WITH UL / cUL certificate. All the products exported to North America,,Exhibitor,Hong Kong International Lighting Fair 2025,3C-F31,Commercial Lighting,,1,,,Security Lighting; LED EMERGENCY EXIT SIGN / LIGHTS; OEM,Security Lighting; LED EMERGENCY EXIT SIGN / LIGHTS; OEM,https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005Q43N
"Zhongshan Yesheng Lighting Electrical Co., Ltd.","Zhongshan Yesheng Lighting Electrical Co., Ltd.",Chinese Mainland,"Indoor Lighting, Chandelier, Contemporary Light, LED Lighting","Indoor Lighting, Chandelier, Contemporary Light, LED Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-C42,Commercial Lighting,Cantonese Business Go Global,1,,,"Indoor Lighting, Chandelier, Contemporary Light, LED Lighting; ceiling fan with light; OEM, ODM","Indoor Lighting, Chandelier, Contemporary Light, LED Lighting; ceiling fan with light; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005Q47B
Handing Company Limited,Handing Company Limited,Hong Kong,"HANDING operates two factories, a ceiling fan & lighting factory and an electroplating factory. All are located in Guangdong, China our factories were set up in 1992. In 1996, our ceiling fan & lighting factory was ISO9001 certified.","HANDING operates two factories, a ceiling fan & lighting factory and an electroplating factory. All are located in Guangdong, China our factories were set up in 1992. In 1996, our ceiling fan & lighting factory was ISO9001 certified.",,Exhibitor,Hong Kong International Lighting Fair 2025,3C-C39,Residential Lighting,,1,,,"Floor Lamp, Indoor Lighting; Ceiling fan, Ceiling fan light kit & Accessories; OEM","Floor Lamp, Indoor Lighting; Ceiling fan, Ceiling fan light kit & Accessories; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005OXGR
"Hangzhou EP Holding Co., Ltd.","Hangzhou EP Holding Co., Ltd.",Chinese Mainland,"Indoor Lighting, Table Lamp","Indoor Lighting, Table Lamp",,Exhibitor,Hong Kong International Lighting Fair 2025,1C-A14,Hall of Aurora,,1,,,"Indoor Lighting, Table Lamp; table light,wall light; OEM, ODM","Indoor Lighting, Table Lamp; table light,wall light; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SW9D
"NINGBO IVYLUX LIGHTING CO.,LTD.","NINGBO IVYLUX LIGHTING CO.,LTD.",Chinese Mainland,"Ningbo IVYLUX Lighting Co.,Ltd., located in Ningbo, China, is a modern enterprise specialized in manufacturing LED Tri-proof fitting, LED bulkhead fitting, LED flood light. LED ceiling light, LED wall light, LED underground light series etc. The company carries out strict production management regulation and strives for perfection, the quality of the products controlled strictly from the parts to the finals, the products are approved by CE&GS and have been sold well in Europe, Russia, South America and East Asia, sincerity and trust ensures cooperation, welcome friends from abroad or in domestic to visit us for business relation.","Ningbo IVYLUX Lighting Co.,Ltd., located in Ningbo, China, is a modern enterprise specialized in manufacturing LED Tri-proof fitting, LED bulkhead fitting, LED flood light. LED ceiling light, LED wall light, LED underground light series etc. The company carries out strict production management regulation and strives for perfection, the quality of the products controlled strictly from the parts to the finals, the products are approved by CE&GS and have been sold well in Europe, Russia, South America and East Asia, sincerity and trust ensures cooperation, welcome friends from abroad or in domestic to visit us for business relation.",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-C32,Commercial Lighting,,1,,,"Office Lighting, Retail Lighting, Indoor Lighting; LED Tri-proof fitting, LED bulkhead fitting, LED flood light. LED ceiling light, LED wall light, LED underground light series etc.; OEM","Office Lighting, Retail Lighting, Indoor Lighting; LED Tri-proof fitting, LED bulkhead fitting, LED flood light. LED ceiling light, LED wall light, LED underground light series etc.; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005Q46E
"Yueqing Cenozoic Electronic Co.,LTD","Yueqing Cenozoic Electronic Co.,LTD",Chinese Mainland,"Electrical Wire & Cable, Plug Socket, Lighting Accessories & Lamp Parts","Electrical Wire & Cable, Plug Socket, Lighting Accessories & Lamp Parts",,Exhibitor,Hong Kong International Lighting Fair 2025,3C-A33,Commercial Lighting,,1,,,"Electrical Wire & Cable, Plug Socket, Lighting Accessories & Lamp Parts; LED Light strip Connectors/ fast connectors; OBM","Electrical Wire & Cable, Plug Socket, Lighting Accessories & Lamp Parts; LED Light strip Connectors/ fast connectors; OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RNXM
"Zhongshan Tesai Lighting Technology Co.,Ltd.","Zhongshan Tesai Lighting Technology Co.,Ltd.",Chinese Mainland,"Tesai Lighting was founded in 2006.It mainly produces simple modern household lighting. The product included chandeliers, ceiling lamps, wall lamps, table lamps, floor lamps and outdoor lighting. The factory covers an area of more than 10000 square meters. The company insists on original development. While insisting on quality first, it tries its best to provide good service. Tesai Lighting looks forward to and welcomes your cooperation.","Tesai Lighting was founded in 2006.It mainly produces simple modern household lighting. The product included chandeliers, ceiling lamps, wall lamps, table lamps, floor lamps and outdoor lighting. The factory covers an area of more than 10000 square meters. The company insists on original development. While insisting on quality first, it tries its best to provide good service. Tesai Lighting looks forward to and welcomes your cooperation.",,Exhibitor,Hong Kong International Lighting Fair 2025,3B-D41,Residential Lighting,Cantonese Business Go Global,1,,,"Table Lamp, Kitchen Lighting, Desk & Reading Lamp, Chandelier, Floor Lamp, Tiffany Lamp; Products included chandeliers, ceiling lamps, wall lamps, table lamps, floor lamps and outdoor lighting.
All are in good quality.; ODM, OEM, OBM","Table Lamp, Kitchen Lighting, Desk & Reading Lamp, Chandelier, Floor Lamp, Tiffany Lamp; Products included chandeliers, ceiling lamps, wall lamps, table lamps, floor lamps and outdoor lighting.
All are in good quality.; ODM, OEM, OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QXC3
"Adision Lighting (HK) Co., Limited","Adision Lighting (HK) Co., Limited",Hong Kong,"Adision Lighting Group founded in 2009, is a state-tech enterprise and registered company. Currently there are over 200 employees, and a fabrication area of more than 15,000 square meters. Our company has advanced LED luminaire manufacturing facilities such as auto soldering and SMT machines, electric testing device such as integrating spheres and distri-bution photometer. We also have a professionally trained QC team to ensure the quality of all the products. All products are ETL/CETL, UL/CUL, Titile24, Energy Star Certified. Adision Lighting enjoys a high reputation as a LED luminaire supplier throughout North America & Canada market. Adision devotes itself to develop new products with state-of-the-art technologies. Our 30 people R&D teams has abundant experience in industrial design, electric driver, heat simu-lation analysis, optical lens design light control system, Most of the products are self-designed with private moulds, we monthly develop more than 2 new products and 10 customized products. Our excellent sales and after-sales team are always at your service and will take good care of you, our valued customer.","Adision Lighting Group founded in 2009, is a state-tech enterprise and registered company. Currently there are over 200 employees, and a fabrication area of more than 15,000 square meters. Our company has advanced LED luminaire manufacturing facilities such as auto soldering and SMT machines, electric testing device such as integrating spheres and distri-bution photometer. We also have a professionally trained QC team to ensure the quality of all the products. All products are ETL/CETL, UL/CUL, Titile24, Energy Star Certified. Adision Lighting enjoys a high reputation as a LED luminaire supplier throughout North America & Canada market. Adision devotes itself to develop new products with state-of-the-art technologies. Our 30 people R&D teams has abundant experience in industrial design, electric driver, heat simu-lation analysis, optical lens design light control system, Most of the products are self-designed with private moulds, we monthly develop more than 2 new products and 10 customized products. Our excellent sales and after-sales team are always at your service and will take good care of you, our valued customer.",,Exhibitor,Hong Kong International Lighting Fair 2025,3D-E37,Commercial Lighting,,1,,,"Downlight, LED Power Driver, LED Panel Light, Wall Lamp, LED Driver, Ceiling Light, LED Lighting Driver, LED Lighting, Indoor Lighting; Downlight/wall lamp/Spot Lamp/; OEM","Downlight, LED Power Driver, LED Panel Light, Wall Lamp, LED Driver, Ceiling Light, LED Lighting Driver, LED Lighting, Indoor Lighting; Downlight/wall lamp/Spot Lamp/; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005OCNR
Neworb International Corporation Limited,Neworb International Corporation Limited,Hong Kong,"When it comes to lighting products, we at Neworb International Corp Ltd are the supplier you should turn to. Headquartered in Hong Kong, we have an open window to the latest trends. Our catalog of over 1,000 types of downlights and spotlights is sure to be your ideal collections. And to beef up your line, our 15 designers each with seven years of experience develop more than 20 new models each month. This unparalleled R&D ability is highly appreciated by buyers in Europe, the Americas, Australia, Canada and the US. We also carry OKELI-branded items. Otherwise choose from our selection or simply send us your OEM/ODM requests. At our 5,000m2 ISO 9001:2000-certified factory in mainland China, we manufacture 100,000 LED downlights monthly. All the output is for export. To meet your high quality requirements, we have assigned eight QC members to conduct strict inspections. We ensure every piece is CE-approved and RoHS-compliant before being delivered at your door. Contact our sales staff who has good command of English and Russian and we can ensure the ordinary lead time is only 25 days.","When it comes to lighting products, we at Neworb International Corp Ltd are the supplier you should turn to. Headquartered in Hong Kong, we have an open window to the latest trends. Our catalog of over 1,000 types of downlights and spotlights is sure to be your ideal collections. And to beef up your line, our 15 designers each with seven years of experience develop more than 20 new models each month. This unparalleled R&D ability is highly appreciated by buyers in Europe, the Americas, Australia, Canada and the US. We also carry OKELI-branded items. Otherwise choose from our selection or simply send us your OEM/ODM requests. At our 5,000m2 ISO 9001:2000-certified factory in mainland China, we manufacture 100,000 LED downlights monthly. All the output is for export. To meet your high quality requirements, we have assigned eight QC members to conduct strict inspections. We ensure every piece is CE-approved and RoHS-compliant before being delivered at your door. Contact our sales staff who has good command of English and Russian and we can ensure the ordinary lead time is only 25 days.",,Exhibitor,Hong Kong International Lighting Fair 2025,1CON-065,Hall of Aurora,,1,,,"LED Down Light, LED Spot Light, LED Track Light,LED Pendant Light, LED Linear light, Magnetic lights, LED Cabinet Light, Outdoor wall lamp, Garden light, LED Panel light, LED Ceiling light, LED Mirror light; OEM, ODM","LED Down Light, LED Spot Light, LED Track Light,LED Pendant Light, LED Linear light, Magnetic lights, LED Cabinet Light, Outdoor wall lamp, Garden light, LED Panel light, LED Ceiling light, LED Mirror light; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005P2TJ
Aurora Luce Technology Co Ltd,Aurora Luce Technology Co Ltd,Chinese Mainland,"Contemporary Light, Office Lighting, Chandelier, LED Lighting, Ceiling Light, Retail Lighting, Kitchen Lighting, LED Panel Light, Indoor Lighting, Downlight","Contemporary Light, Office Lighting, Chandelier, LED Lighting, Ceiling Light, Retail Lighting, Kitchen Lighting, LED Panel Light, Indoor Lighting, Downlight",,Exhibitor,Hong Kong International Lighting Fair 2025,1E-A42,Hall of Aurora,Cantonese Business Go Global,1,,,"Contemporary Light, Office Lighting, Chandelier, LED Lighting, Ceiling Light, Retail Lighting, Kitchen Lighting, LED Panel Light, Indoor Lighting, Downlight; To make sure we get cool and high-quality luminaires, we have our own R&D team to design interesting lights, We had developed some popular product ranges on our own such as: Cirque, Miracle, Grace and comet, We've got more than 20 design patents.; ODM, OBM","Contemporary Light, Office Lighting, Chandelier, LED Lighting, Ceiling Light, Retail Lighting, Kitchen Lighting, LED Panel Light, Indoor Lighting, Downlight; To make sure we get cool and high-quality luminaires, we have our own R&D team to design interesting lights, We had developed some popular product ranges on our own such as: Cirque, Miracle, Grace and comet, We've got more than 20 design patents.; ODM, OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R5A1
"HAIYAN JINLONG LIGHTING TECHNOLOGY CO.,LTD","HAIYAN JINLONG LIGHTING TECHNOLOGY CO.,LTD",Chinese Mainland,"LED Panel Light, LED Lighting","LED Panel Light, LED Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,3C-F07,Commercial Lighting,,1,,,"LED Panel Light, LED Lighting; WE ARE PROFESSIONAL MANUFACTURE OF LED PANEL LIGHTS; OEM","LED Panel Light, LED Lighting; WE ARE PROFESSIONAL MANUFACTURE OF LED PANEL LIGHTS; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R5DS
"Hangzhou Yideng Lighting Co., Ltd.","Hangzhou Yideng Lighting Co., Ltd.",Chinese Mainland,"LED Panel Light, LED Bulb, Retail Lighting, Indoor Lighting, Chandelier, Office Lighting, Table Lamp, Ceiling Light, Desk & Reading Lamp, Downlight","LED Panel Light, LED Bulb, Retail Lighting, Indoor Lighting, Chandelier, Office Lighting, Table Lamp, Ceiling Light, Desk & Reading Lamp, Downlight",,Exhibitor,Hong Kong International Lighting Fair 2025,1A-B41,Hall of Aurora,,1,,,"LED Panel Light, LED Bulb, Retail Lighting, Indoor Lighting, Chandelier, Office Lighting, Table Lamp, Ceiling Light, Desk & Reading Lamp, Downlight; Lighting products/LED bulbs, Filament, Tube, spot light, ceiling, Flood light/We are one of professional suppliers of lighting products in China, focusing on LED lighting source, indoor and outdoor fixtures.; OEM","LED Panel Light, LED Bulb, Retail Lighting, Indoor Lighting, Chandelier, Office Lighting, Table Lamp, Ceiling Light, Desk & Reading Lamp, Downlight; Lighting products/LED bulbs, Filament, Tube, spot light, ceiling, Flood light/We are one of professional suppliers of lighting products in China, focusing on LED lighting source, indoor and outdoor fixtures.; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005PT8J
"Zhongshan Winstar Electrical Co., Ltd.","Zhongshan Winstar Electrical Co., Ltd.",Chinese Mainland,"Wall Lamp, Decorative Lamp, Floor Lamp, Desk & Reading Lamp, LED Lighting, Chandelier, Kitchen Lighting, Office Lighting, Indoor Lighting, Table Lamp","Wall Lamp, Decorative Lamp, Floor Lamp, Desk & Reading Lamp, LED Lighting, Chandelier, Kitchen Lighting, Office Lighting, Indoor Lighting, Table Lamp",,Exhibitor,Hong Kong International Lighting Fair 2025,1A-C38,Hall of Aurora,Cantonese Business Go Global,1,,,"Wall Lamp, Decorative Lamp, Floor Lamp, Desk & Reading Lamp, LED Lighting, Chandelier, Kitchen Lighting, Office Lighting, Indoor Lighting, Table Lamp; 装饰照明灯具， LED 柜灯， 台灯， 夜灯， 安防灯; OEM, ODM","Wall Lamp, Decorative Lamp, Floor Lamp, Desk & Reading Lamp, LED Lighting, Chandelier, Kitchen Lighting, Office Lighting, Indoor Lighting, Table Lamp; 装饰照明灯具， LED 柜灯， 台灯， 夜灯， 安防灯; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RELV
Asahi Optics Limited,Asahi Optics Limited,Hong Kong,"Asahi Optics Limited has been specializing in LED optics since 2010 and providing an integrated one-stop service including optical design, tooling design, tooling making, precision injection, and sales. We are listed as a national high-tech enterprise and cooperate with CREE, CITIZEN, OSRAM, LUMILEDS, NICHIA, etc. in the area of optical engineering and technology development. Products are being used in a wide range of areas Indoor Lighting, as well as the other field of special optics such as the military industry, and aviation industry. Our products have received many national invention patents and utility model patents. We continuously produce leading technologies and quality products that have won praise from our loyal customers.","Asahi Optics Limited has been specializing in LED optics since 2010 and providing an integrated one-stop service including optical design, tooling design, tooling making, precision injection, and sales. We are listed as a national high-tech enterprise and cooperate with CREE, CITIZEN, OSRAM, LUMILEDS, NICHIA, etc. in the area of optical engineering and technology development. Products are being used in a wide range of areas Indoor Lighting, as well as the other field of special optics such as the military industry, and aviation industry. Our products have received many national invention patents and utility model patents. We continuously produce leading technologies and quality products that have won praise from our loyal customers.",,Exhibitor,Hong Kong International Lighting Fair 2025,1D-A35,Hall of Aurora,,1,,,"Indoor Lighting, Office Lighting, Automotive Lighting, Lighting Fixture, Lighting Product Design; LED Optical Design
10-20 years of optical design experience, skilled in customized optical design solutions. We are skilled in custom designs for street lights, high bay lights, commercial lights, Reflector, police car lights, bicycle lights, flashli; OEM, ODM","Indoor Lighting, Office Lighting, Automotive Lighting, Lighting Fixture, Lighting Product Design; LED Optical Design
10-20 years of optical design experience, skilled in customized optical design solutions. We are skilled in custom designs for street lights, high bay lights, commercial lights, Reflector, police car lights, bicycle lights, flashli; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005OX4R
AW Lighting Limited,AW Lighting Limited,Hong Kong,"Floor Lamp, Ceiling Light, Strip Light, Lamp Holder & Base, Indoor Lighting, Chandelier, Retail Lighting, Office Lighting, LED Bulb, LED Lighting","Floor Lamp, Ceiling Light, Strip Light, Lamp Holder & Base, Indoor Lighting, Chandelier, Retail Lighting, Office Lighting, LED Bulb, LED Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,3D-B44,Commercial Lighting,,1,,,"Floor Lamp, Ceiling Light, Strip Light, Lamp Holder & Base, Indoor Lighting, Chandelier, Retail Lighting, Office Lighting, LED Bulb, LED Lighting; AW Lighting Co. Ltd provides a wide range of LED retrofit lamps. It included all types of G4, G9, E14, E27, R7s, GU10 & MR16 and control Switches. All products are eco-friendly, safe and reliable to use. Our lamps can meet ETL, ErP, CE and RoHs; OEM, OBM, ODM","Floor Lamp, Ceiling Light, Strip Light, Lamp Holder & Base, Indoor Lighting, Chandelier, Retail Lighting, Office Lighting, LED Bulb, LED Lighting; AW Lighting Co. Ltd provides a wide range of LED retrofit lamps. It included all types of G4, G9, E14, E27, R7s, GU10 & MR16 and control Switches. All products are eco-friendly, safe and reliable to use. Our lamps can meet ETL, ErP, CE and RoHs; OEM, OBM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005ODON
