NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
Mervue Laboratories Supplement Range for Cats & Kittens,Mervue Laboratories Supplement Range for Cats & Kittens,"At Mervue Laboratories, we blend nature and science to create vet-formulated supplements that support lifelong health and deliver real results—making a lasting difference in pets’ lives and helping them thrive at every stage.","At Mervue Laboratories, we blend nature and science to create vet-formulated supplements that support lifelong health and deliver real results—making a lasting difference in pets’ lives and helping them thrive at every stage.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/796/cf20914513a65862cbd7e651b5c411b9-original-usa-square-range-shot-cat_page_1.jpg,Mervue Laboratories Ireland,New Product Showcase - Cat,New Product Showcase - Cat
Mervue Laboratories Supplement Range for Dogs & Puppies,Mervue Laboratories Supplement Range for Dogs & Puppies,"At Mervue Laboratories, we blend nature and science to create vet-formulated supplements that support lifelong health and deliver real results—making a lasting difference in pets’ lives and helping them thrive at every stage.","At Mervue Laboratories, we blend nature and science to create vet-formulated supplements that support lifelong health and deliver real results—making a lasting difference in pets’ lives and helping them thrive at every stage.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/795/ae495f0a7f9841d08c8fdc633b396708-original-usa-square-range-shot_page_1.jpg,Mervue Laboratories Ireland,New Product Showcase - Dog,New Product Showcase - Dog
Metro Paws Squeaker Pawty Balls,Metro Paws Squeaker Pawty Balls,"Help customers celebrate their pets with NEW Metro Paws Squeaker Pawty Balls! Features a sprinkles design and squeaker for audible enjoyment. Available in standard 2.5"" and mini 2"" sizes.","Help customers celebrate their pets with NEW Metro Paws Squeaker Pawty Balls! Features a sprinkles design and squeaker for audible enjoyment. Available in standard 2.5"" and mini 2"" sizes.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/773/6d1720cc3988727c9c6af1f868948028-original-metro-paws_new-pawty-balls_squeaker_mini-and-reg_1000_x_1000.jpg,Metro Paws,New Product Showcase - Dog,New Product Showcase - Dog
Metro Paws Degradable Poop Bags,Metro Paws Degradable Poop Bags,"As more people become budget-conscious, Metro Paws Degradable Poop Bags are cost-effective for stores and their customers, and feature and EPI additive to help them degrade AFTER use. Available in 120- and 240-count packages.","As more people become budget-conscious, Metro Paws Degradable Poop Bags are cost-effective for stores and their customers, and feature and EPI additive to help them degrade AFTER use. Available in 120- and 240-count packages.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/771/09afc928d520d05f41013149d087d103-original-metropaws-degradable-poop-bags-240-count.jpg,Metro Paws,New Product Showcase - Dog,New Product Showcase - Dog
Professional Slicker Brushes,Professional Slicker Brushes,"We offer three expertly designed slicker brush lines tailored for both professionals and pet owners. Combining durability, user-friendliness, and pet comfort, these trusted tools embody our commitment to innovation and the well-being of pets.","We offer three expertly designed slicker brush lines tailored for both professionals and pet owners. Combining durability, user-friendliness, and pet comfort, these trusted tools embody our commitment to innovation and the well-being of pets.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/811/0eb432e4e599abee5c083eea6514a2d2-original-minelli-giorno-foto-22507176.jpg,MINELLI USA LLC,New Product Showcase - Grooming,New Product Showcase - Grooming
Save 20% on Mission Farms Freeze-Dried Food & Treats,Save 20% on Mission Farms Freeze-Dried Food & Treats,Open a wholesale account with Mission Farms and save 20% on freeze-dried dog food and treats. Stop by the Mission Farms booth #2912 for details.,Open a wholesale account with Mission Farms and save 20% on freeze-dried dog food and treats. Stop by the Mission Farms booth #2912 for details.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1246/9e7cbaa01e2b697c619494c12a9891ba-original-mf_sz_fd-food-and-treats.jpg,Mission Farms,"Locally sourced, Made in America, Dog Food & Treats, Natural Food & Treats, New Product Launch","Locally sourced, Made in America, Dog Food & Treats, Natural Food & Treats, New Product Launch"
Mission Farms Raw Frozen Marrow Bones,Mission Farms Raw Frozen Marrow Bones,"Mission Farms raw frozen bone marrow bones are human grade and USA sourced, and are hand cut in our privately owned USDA facility in Wisconsin. Mission Farms are available in a 2"" beef bone 6-pack, 4"" beef bone 3-pack, 6"" beef bone 2-pack, and lamb femur.","Mission Farms raw frozen bone marrow bones are human grade and USA sourced, and are hand cut in our privately owned USDA facility in Wisconsin. Mission Farms are available in a 2"" beef bone 6-pack, 4"" beef bone 3-pack, 6"" beef bone 2-pack, and lamb femur.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/177/b0b379acb9779ed8da67ba097c0bf714-original-mf_sz_groupings_bones.jpg,Mission Farms,"Locally sourced, Made in America, Dog Food & Treats, Natural Food & Treats, New Product Launch","Locally sourced, Made in America, Dog Food & Treats, Natural Food & Treats, New Product Launch"
Mission Farms Raw Frozen and Freeze-Dried Dog Food and Treats,Mission Farms Raw Frozen and Freeze-Dried Dog Food and Treats,"Complete & balanced diets are 95% meat, organ, bone, and marrow with 5% pumpkin, fruits, and vegetables. All ingredients are all natural, human grade, and USA sourced with each recipe produced in our own USDA facility.","Complete & balanced diets are 95% meat, organ, bone, and marrow with 5% pumpkin, fruits, and vegetables. All ingredients are all natural, human grade, and USA sourced with each recipe produced in our own USDA facility.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/228/d1d035354e6391537953aa110a32be09-original-ms-food-treats-bones.jpg,Mission Farms,New Product Showcase - Dog,New Product Showcase - Dog
Mixture Pet Oatmeal Pet Shampoo,Mixture Pet Oatmeal Pet Shampoo,"Our Oatmeal & Aloe Shampoo soothes, moisturizes, and restores sensitive pet skin. Rich in natural oatmeal and aloe vera, it calms irritation, reduces itching, and promotes healing. The pH-balanced, harsh chemical-free formula cleanses gently while maintaining skin health. Ideal for dogs and cats, it softens the coat, reduces tangles, and enhances shine. Safe, effective, and trusted care for your furry friend.","Our Oatmeal & Aloe Shampoo soothes, moisturizes, and restores sensitive pet skin. Rich in natural oatmeal and aloe vera, it calms irritation, reduces itching, and promotes healing. The pH-balanced, harsh chemical-free formula cleanses gently while maintaining skin health. Ideal for dogs and cats, it softens the coat, reduces tangles, and enhances shine. Safe, effective, and trusted care for your furry friend.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1036/090afacae13048d3da7f6c3ab40143e3-original-2025_04_21_7285-1.jpg,Mixture Pet,"Made in America, Cat Products, Day Care / Spa Products, Direct to Retail, Dog Products, Gifts, Grooming Products, Exclusive show specials, New Product Launch","Made in America, Cat Products, Day Care / Spa Products, Direct to Retail, Dog Products, Gifts, Grooming Products, Exclusive show specials, New Product Launch"
30% OFF ISO!!,30% OFF ISO!!,Superzoo ISO Special:  Save 30% Off your initial order!!  Minimum order $100 for free shipping!,Superzoo ISO Special:  Save 30% Off your initial order!!  Minimum order $100 for free shipping!,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/420/017bfeab8e6d03c87e9dc37da80be362-original-moko-full-range.jpg,Moko,"Made in America, Sustainably sourced, Women owned, Dog Products, Grooming Products, Natural Products, Exclusive show specials, New Product Launch","Made in America, Sustainably sourced, Women owned, Dog Products, Grooming Products, Natural Products, Exclusive show specials, New Product Launch"
Moko Mānuka Hot Spot,Moko Mānuka Hot Spot,"Moko Hot Spot is a vet dermatologist-backed solution, formulated to specifically target and treat common skin issues, including painful hotspots. Our natural ointment harnesses the power of medical grade Manuka honey.","Moko Hot Spot is a vet dermatologist-backed solution, formulated to specifically target and treat common skin issues, including painful hotspots. Our natural ointment harnesses the power of medical grade Manuka honey.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/753/acebd2a06a99aea05901515b1d54bc1b-original-moko-hot-spot-render-1-bg.png,Moko,New Product Showcase - Dog,New Product Showcase - Dog
